Index,Co,Cr,Ti,Mo,W,VEC,delta,entropy,han,Tm(K),omiga,AN,Aw,CH,DS,DC,DV,EN,EC,EI,EM,MP,NC,QN,RC,RM,TM,TN,BM,Hv30
3028,0.3,0.15,0.25,0.1,0.2,6.4,6.163831679,12.84080274,-12.49,2358.75,2.424999476,36.2,83.81005,6.3165,9753.5,0.8405,1.44,1.833,5.6065,712.43,22.54,57.1,3.675,4.5,1.244,1.3667,2382.5,17.09,193.87,
3029,0.3,0.15,0.25,0.15,0.15,6.4,6.166664443,12.9820568,-12.66,2319.1,2.378095412,34.6,79.41455,6.173,9302.5,0.8395,1.438,1.8405,5.5025,708.175,22.19,57.15,3.63,4.45,1.2435,1.3663,2342.85,16.3,191.38,
3030,0.3,0.15,0.25,0.2,0.1,6.4,6.169720933,12.84080274,-12.83,2279.45,2.281369275,33,75.01905,6.0295,8851.5,0.8385,1.436,1.848,5.3985,703.92,21.84,57.2,3.585,4.4,1.243,1.3659,2303.2,15.51,188.89,
3031,0.3,0.15,0.25,0.25,0.05,6.4,6.173001315,12.37699887,-13,2239.8,2.132461697,31.4,70.62355,5.886,8400.5,0.8375,1.434,1.8555,5.2945,699.665,21.49,57.25,3.54,4.35,1.2425,1.3655,2263.55,14.72,186.4,
3032,0.3,0.15,0.3,0.05,0.2,6.3,6.283429364,12.29329554,-14.16,2310.9,2.006255414,35.2,81.4064,6.2085,9469.5,0.841,1.4575,1.829,5.508,711.085,22.08,56.85,3.66,4.45,1.2455,1.3698,2337.9,17.265,186.23,
3033,0.3,0.15,0.3,0.1,0.15,6.3,6.286072899,12.65206385,-14.31,2271.25,2.008106221,33.6,77.0109,6.065,9018.5,0.84,1.4555,1.8365,5.404,706.83,21.73,56.9,3.615,4.4,1.245,1.3694,2298.25,16.475,183.74,
3034,0.3,0.15,0.3,0.15,0.1,6.3,6.288935045,12.65206385,-14.46,2231.6,1.952582689,32,72.6154,5.9215,8567.5,0.839,1.4535,1.844,5.3,702.575,21.38,56.95,3.57,4.35,1.2445,1.369,2258.6,15.685,181.25,
3035,0.3,0.15,0.3,0.2,0.05,6.3,6.292015989,12.29329554,-14.61,2191.95,1.844372974,30.4,68.2199,5.778,8116.5,0.838,1.4515,1.8515,5.196,698.32,21.03,57,3.525,4.3,1.244,1.3686,2218.95,14.895,178.76,
3036,0.3,0.15,0.35,0.05,0.15,6.2,6.399201067,12.03494894,-15.88,2223.4,1.685044425,32.6,74.60725,5.957,8734.5,0.8405,1.473,1.8325,5.3055,705.485,21.27,56.65,3.6,4.35,1.2465,1.3725,2253.65,16.65,176.1,
3037,0.3,0.15,0.35,0.1,0.1,6.2,6.401877024,12.25246319,-16.01,2183.75,1.671225266,31,70.21175,5.8135,8283.5,0.8395,1.471,1.84,5.2015,701.23,20.92,56.7,3.555,4.3,1.246,1.3721,2214,15.86,173.61,
3038,0.3,0.15,0.35,0.15,0.05,6.2,6.404767068,12.03494894,-16.14,2144.1,1.598769146,29.4,65.81625,5.67,7832.5,0.8385,1.469,1.8475,5.0975,696.975,20.57,56.75,3.51,4.25,1.2455,1.3717,2174.35,15.07,171.12,
3039,0.3,0.15,0.4,0.05,0.1,6.1,6.508915031,11.57575891,-17.48,2135.9,1.414454431,30,67.8081,5.7055,7999.5,0.84,1.4885,1.836,5.103,699.885,20.46,56.45,3.54,4.25,1.2475,1.3752,2169.4,16.035,165.97,
3040,0.3,0.15,0.4,0.1,0.05,6.1,6.511621602,11.57575891,-17.59,2096.25,1.379515896,28.4,63.4126,5.562,7548.5,0.839,1.4865,1.8435,4.999,695.63,20.11,56.5,3.495,4.2,1.247,1.3748,2129.75,15.245,163.48,
3041,0.3,0.15,0.45,0.05,0.05,6,6.612906025,10.84695596,-18.96,2048.4,1.171883153,27.4,61.00895,5.454,7264.5,0.8395,1.504,1.8395,4.9005,694.285,19.65,56.25,3.48,4.15,1.2485,1.3779,2085.15,15.42,155.84,
3042,0.3,0.2,0.05,0.05,0.4,6.8,5.645093698,11.2169906,-3.9,2670.75,7.681481447,45.7,108.80945,7.23,12542,0.8395,1.3715,1.822,6.2805,733.225,25.43,57.95,3.91,4.85,1.2345,1.3539,2684,19.575,229.33,
3043,0.3,0.2,0.05,0.1,0.35,6.8,5.647574137,11.89369488,-4.16,2631.1,7.522476107,44.1,104.41395,7.0865,12091,0.8385,1.3695,1.8295,6.1765,728.97,25.08,58,3.865,4.8,1.234,1.3535,2644.35,18.785,226.84,
3044,0.3,0.2,0.05,0.15,0.3,6.8,5.650303744,12.29329554,-4.42,2591.45,7.207570299,42.5,100.01845,6.943,11640,0.8375,1.3675,1.837,6.0725,724.715,24.73,58.05,3.82,4.75,1.2335,1.3531,2604.7,17.995,224.35,
3045,0.3,0.2,0.05,0.2,0.25,6.8,5.653282717,12.48203443,-4.68,2551.8,6.805909284,40.9,95.62295,6.7995,11189,0.8365,1.3655,1.8445,5.9685,720.46,24.38,58.1,3.775,4.7,1.233,1.3527,2565.05,17.205,221.86,
3046,0.3,0.2,0.05,0.25,0.2,6.8,5.656511222,12.48203443,-4.94,2512.15,6.347518782,39.3,91.22745,6.656,10738,0.8355,1.3635,1.852,5.8645,716.205,24.03,58.15,3.73,4.65,1.2325,1.3523,2525.4,16.415,219.37,
3047,0.3,0.2,0.05,0.3,0.15,6.8,5.659989394,12.29329554,-5.2,2472.5,5.845225618,37.7,86.83195,6.5125,10287,0.8345,1.3615,1.8595,5.7605,711.95,23.68,58.2,3.685,4.6,1.232,1.3519,2485.75,15.625,216.88,
3048,0.3,0.2,0.05,0.35,0.1,6.8,5.663717334,11.89369488,-5.46,2432.85,5.299555969,36.1,82.43645,6.369,9836,0.8335,1.3595,1.867,5.6565,707.695,23.33,58.25,3.64,4.55,1.2315,1.3515,2446.1,14.835,214.39,
3049,0.3,0.2,0.05,0.4,0.05,6.8,5.667695113,11.2169906,-5.72,2393.2,4.693094738,34.5,78.04095,6.2255,9385,0.8325,1.3575,1.8745,5.5525,703.44,22.98,58.3,3.595,4.5,1.231,1.3511,2406.45,14.045,211.9,
3050,0.3,0.2,0.1,0.05,0.35,6.7,5.811666642,11.89369488,-6.24,2583.25,4.923780017,43.1,102.0103,6.9785,11807,0.839,1.387,1.8255,6.078,727.625,24.62,57.75,3.85,4.75,1.2355,1.3566,2599.75,18.96,219.2,
3051,0.3,0.2,0.1,0.1,0.3,6.7,5.814194382,12.51080979,-6.48,2543.6,4.910878979,41.5,97.6148,6.835,11356,0.838,1.385,1.833,5.974,723.37,24.27,57.8,3.805,4.7,1.235,1.3562,2560.1,18.17,216.71,
3052,0.3,0.2,0.1,0.15,0.25,6.7,5.816963521,12.84080274,-6.72,2503.95,4.784632145,39.9,93.2193,6.6915,10905,0.837,1.383,1.8405,5.87,719.115,23.92,57.85,3.76,4.65,1.2345,1.3558,2520.45,17.38,214.22,
3053,0.3,0.2,0.1,0.2,0.2,6.7,5.819974255,12.9458383,-6.96,2464.3,4.583682373,38.3,88.8238,6.548,10454,0.836,1.381,1.848,5.766,714.86,23.57,57.9,3.715,4.6,1.234,1.3554,2480.8,16.59,211.73,
3054,0.3,0.2,0.1,0.25,0.15,6.7,5.823226752,12.84080274,-7.2,2424.65,4.324229494,36.7,84.4283,6.4045,10003,0.835,1.379,1.8555,5.662,710.605,23.22,57.95,3.67,4.55,1.2335,1.355,2441.15,15.8,209.24,
3055,0.3,0.2,0.1,0.3,0.1,6.7,5.826721149,12.51080979,-7.44,2385,4.010521687,35.1,80.0328,6.261,9552,0.834,1.377,1.863,5.558,706.35,22.87,58,3.625,4.5,1.233,1.3546,2401.5,15.01,206.75,
3056,0.3,0.2,0.1,0.35,0.05,6.7,5.830457555,11.89369488,-7.68,2345.35,3.632145481,33.5,75.6373,6.1175,9101,0.833,1.375,1.8705,5.454,702.095,22.52,58.05,3.58,4.45,1.2325,1.3542,2361.85,14.22,204.26,
3057,0.3,0.2,0.15,0.05,0.3,6.6,5.968916383,12.29329554,-8.46,2495.75,3.626594839,40.5,95.21115,6.727,11072,0.8385,1.4025,1.829,5.8755,722.025,23.81,57.55,3.79,4.65,1.2365,1.3593,2515.5,18.345,209.07,
3058,0.3,0.2,0.15,0.1,0.25,6.6,5.971488975,12.84080274,-8.68,2456.1,3.633444194,38.9,90.81565,6.5835,10621,0.8375,1.4005,1.8365,5.7715,717.77,23.46,57.6,3.745,4.6,1.236,1.3589,2475.85,17.555,206.58,
3059,0.3,0.2,0.15,0.15,0.2,6.6,5.974295994,13.08709236,-8.9,2416.45,3.553292621,37.3,86.42015,6.44,10170,0.8365,1.3985,1.844,5.6675,713.515,23.11,57.65,3.7,4.55,1.2355,1.3585,2436.2,16.765,204.09,
3060,0.3,0.2,0.15,0.2,0.15,6.6,5.977337637,13.08709236,-9.12,2376.8,3.410679947,35.7,82.02465,6.2965,9719,0.8355,1.3965,1.8515,5.5635,709.26,22.76,57.7,3.655,4.5,1.235,1.3581,2396.55,15.975,201.6,
3061,0.3,0.2,0.15,0.25,0.1,6.6,5.980614069,12.84080274,-9.34,2337.15,3.213156544,34.1,77.62915,6.153,9268,0.8345,1.3945,1.859,5.4595,705.005,22.41,57.75,3.61,4.45,1.2345,1.3577,2356.9,15.185,199.11,
3062,0.3,0.2,0.15,0.3,0.05,6.6,5.984125432,12.29329554,-9.56,2297.5,2.954377249,32.5,73.23365,6.0095,8817,0.8335,1.3925,1.8665,5.3555,700.75,22.06,57.8,3.565,4.4,1.234,1.3573,2317.25,14.395,196.62,
3063,0.3,0.2,0.2,0.05,0.25,6.5,6.117600581,12.48203443,-10.56,2408.25,2.846577595,37.9,88.412,6.4755,10337,0.838,1.418,1.8325,5.673,716.425,23,57.35,3.73,4.55,1.2375,1.362,2431.25,17.73,198.94,
3064,0.3,0.2,0.2,0.1,0.2,6.5,6.120215691,12.9458383,-10.76,2368.6,2.849768828,36.3,84.0165,6.332,9886,0.837,1.416,1.84,5.569,712.17,22.65,57.4,3.685,4.5,1.237,1.3616,2391.6,16.94,196.45,
3065,0.3,0.2,0.2,0.15,0.15,6.5,6.123058935,13.08709236,-10.96,2328.95,2.780947422,34.7,79.621,6.1885,9435,0.836,1.414,1.8475,5.465,707.915,22.3,57.45,3.64,4.45,1.2365,1.3612,2351.95,16.15,193.96,
3066,0.3,0.2,0.2,0.2,0.1,6.5,6.126130505,12.9458383,-11.16,2289.3,2.655636883,33.1,75.2255,6.045,8984,0.835,1.412,1.855,5.361,703.66,21.95,57.5,3.595,4.4,1.236,1.3608,2312.3,15.36,191.47,
3067,0.3,0.2,0.2,0.25,0.05,6.5,6.129430569,12.48203443,-11.36,2249.65,2.471849361,31.5,70.83,5.9015,8533,0.834,1.41,1.8625,5.257,699.405,21.6,57.55,3.55,4.35,1.2355,1.3604,2272.65,14.57,188.98,
3068,0.3,0.2,0.25,0.05,0.2,6.4,6.258367233,12.48203443,-12.54,2320.75,2.31002244,35.3,81.61285,6.224,9602,0.8375,1.4335,1.836,5.4705,710.825,22.19,57.15,3.67,4.45,1.2385,1.3647,2347,17.115,188.81,
3069,0.3,0.2,0.25,0.1,0.15,6.4,6.261022638,12.84080274,-12.72,2281.1,2.302763768,33.7,77.21735,6.0805,9151,0.8365,1.4315,1.8435,5.3665,706.57,21.84,57.2,3.625,4.4,1.238,1.3643,2307.35,16.325,186.32,
3070,0.3,0.2,0.25,0.15,0.1,6.4,6.263900463,12.84080274,-12.9,2241.45,2.231164132,32.1,72.82185,5.937,8700,0.8355,1.4295,1.851,5.2625,702.315,21.49,57.25,3.58,4.35,1.2375,1.3639,2267.7,15.535,183.83,
3071,0.3,0.2,0.25,0.2,0.05,6.4,6.267000896,12.48203443,-13.08,2201.8,2.101142462,30.5,68.42635,5.7935,8249,0.8345,1.4275,1.8585,5.1585,698.06,21.14,57.3,3.535,4.3,1.237,1.3635,2228.05,14.745,181.34,
3072,0.3,0.2,0.3,0.05,0.15,6.3,6.391775838,12.29329554,-14.4,2233.25,1.906527935,32.7,74.8137,5.9725,8867,0.837,1.449,1.8395,5.268,705.225,21.38,56.95,3.61,4.35,1.2395,1.3674,2262.75,16.5,178.68,
3073,0.3,0.2,0.3,0.1,0.1,6.3,6.394469418,12.51080979,-14.56,2193.6,1.884870354,31.1,70.4182,5.829,8416,0.836,1.447,1.847,5.164,700.97,21.03,57,3.565,4.3,1.239,1.367,2223.1,15.71,176.19,
3074,0.3,0.2,0.3,0.15,0.05,6.3,6.397380204,12.29329554,-14.72,2153.95,1.798854886,29.5,66.0227,5.6855,7965,0.835,1.445,1.8545,5.06,696.715,20.68,57.05,3.52,4.25,1.2385,1.3666,2183.45,14.92,173.7,
3075,0.3,0.2,0.35,0.05,0.1,6.2,6.51831355,11.89369488,-16.14,2145.75,1.581220309,30.1,68.01455,5.721,8132,0.8365,1.4645,1.843,5.0655,699.625,20.57,56.75,3.55,4.25,1.2405,1.3701,2178.5,15.885,168.55,
3076,0.3,0.2,0.35,0.1,0.05,6.2,6.521043282,11.89369488,-16.28,2106.1,1.538655454,28.5,63.61905,5.5775,7681,0.8355,1.4625,1.8505,4.9615,695.37,20.22,56.8,3.505,4.2,1.24,1.3697,2138.85,15.095,166.06,
3077,0.3,0.2,0.4,0.05,0.05,6.1,6.638407699,11.2169906,-17.76,2058.25,1.299964578,27.5,61.2154,5.4695,7397,0.836,1.48,1.8465,4.863,694.025,19.76,56.55,3.49,4.15,1.2415,1.3728,2094.25,15.27,158.42,
3078,0.3,0.25,0.05,0.05,0.35,6.8,5.643374624,11.42989101,-4.06,2593.1,7.300209453,43.2,102.21675,6.994,11939.5,0.8355,1.363,1.8325,6.0405,727.365,24.73,58.05,3.86,4.75,1.2285,1.3515,2608.85,18.81,221.78,
3079,0.3,0.25,0.05,0.1,0.3,6.8,5.645869537,12.04700592,-4.33,2553.45,7.104255719,41.6,97.82125,6.8505,11488.5,0.8345,1.361,1.84,5.9365,723.11,24.38,58.1,3.815,4.7,1.228,1.3511,2569.2,18.02,219.29,
3080,0.3,0.25,0.05,0.15,0.25,6.8,5.648616322,12.37699887,-4.6,2513.8,6.763760816,40,93.42575,6.707,11037.5,0.8335,1.359,1.8475,5.8325,718.855,24.03,58.15,3.77,4.65,1.2275,1.3507,2529.55,17.23,216.8,
3081,0.3,0.25,0.05,0.2,0.2,6.8,5.65161518,12.48203443,-4.87,2474.15,6.341360467,38.4,89.03025,6.5635,10586.5,0.8325,1.357,1.855,5.7285,714.6,23.68,58.2,3.725,4.6,1.227,1.3503,2489.9,16.44,214.31,
3082,0.3,0.25,0.05,0.25,0.15,6.8,5.654866279,12.37699887,-5.14,2434.5,5.862218627,36.8,84.63475,6.42,10135.5,0.8315,1.355,1.8625,5.6245,710.345,23.33,58.25,3.68,4.55,1.2265,1.3499,2450.25,15.65,211.82,
3083,0.3,0.25,0.05,0.3,0.1,6.8,5.658369755,12.04700592,-5.41,2394.85,5.332859912,35.2,80.23925,6.2765,9684.5,0.8305,1.353,1.87,5.5205,706.09,22.98,58.3,3.635,4.5,1.226,1.3495,2410.6,14.86,209.33,
3084,0.3,0.25,0.05,0.35,0.05,6.8,5.66212571,11.42989101,-5.68,2355.2,4.73938016,33.6,75.84375,6.133,9233.5,0.8295,1.351,1.8775,5.4165,701.835,22.63,58.35,3.59,4.45,1.2255,1.3491,2370.95,14.07,206.84,
3085,0.3,0.25,0.1,0.05,0.3,6.7,5.825304471,12.04700592,-6.42,2505.6,4.701709974,40.6,95.4176,6.7425,11204.5,0.835,1.3785,1.836,5.838,721.765,23.92,57.85,3.8,4.65,1.2295,1.3542,2524.6,18.195,211.65,
3086,0.3,0.25,0.1,0.1,0.25,6.7,5.827851646,12.59451312,-6.67,2465.95,4.6562878,39,91.0221,6.599,10753.5,0.834,1.3765,1.8435,5.734,717.51,23.57,57.9,3.755,4.6,1.229,1.3538,2484.95,17.405,209.16,
3087,0.3,0.25,0.1,0.15,0.2,6.7,5.830642199,12.84080274,-6.92,2426.3,4.50226007,37.4,86.6266,6.4555,10302.5,0.833,1.3745,1.851,5.63,713.255,23.22,57.95,3.71,4.55,1.2285,1.3534,2445.3,16.615,206.67,
3088,0.3,0.25,0.1,0.2,0.15,6.7,5.83367633,12.84080274,-7.17,2386.65,4.274268041,35.8,82.2311,6.312,9851.5,0.832,1.3725,1.8585,5.526,709,22.87,58,3.665,4.5,1.228,1.353,2405.65,15.825,204.18,
3089,0.3,0.25,0.1,0.25,0.1,6.7,5.836954208,12.59451312,-7.42,2347,3.983736158,34.2,77.8356,6.1685,9400.5,0.831,1.3705,1.866,5.422,704.745,22.52,58.05,3.62,4.45,1.2275,1.3526,2366,15.035,201.69,
3090,0.3,0.25,0.1,0.3,0.05,6.7,5.840475973,12.04700592,-7.67,2307.35,3.624075503,32.6,73.4401,6.025,8949.5,0.83,1.3685,1.8735,5.318,700.49,22.17,58.1,3.575,4.4,1.227,1.3522,2326.35,14.245,199.2,
3091,0.3,0.25,0.15,0.05,0.25,6.6,5.996930961,12.37699887,-8.66,2418.1,3.455983945,38,88.61845,6.491,10469.5,0.8345,1.394,1.8395,5.6355,716.165,23.11,57.65,3.74,4.55,1.2305,1.3569,2440.35,17.58,201.52,
3092,0.3,0.25,0.15,0.1,0.2,6.6,5.999527725,12.84080274,-8.89,2378.45,3.435456386,36.4,84.22295,6.3475,10018.5,0.8335,1.392,1.847,5.5315,711.91,22.76,57.7,3.695,4.5,1.23,1.3565,2400.7,16.79,199.03,
3093,0.3,0.25,0.15,0.15,0.15,6.6,6.002360293,12.9820568,-9.12,2338.8,3.329214302,34.8,79.82745,6.204,9567.5,0.8325,1.39,1.8545,5.4275,707.655,22.41,57.75,3.65,4.45,1.2295,1.3561,2361.05,16,196.54,
3094,0.3,0.25,0.15,0.2,0.1,6.6,6.005428861,12.84080274,-9.35,2299.15,3.157532793,33.2,75.43195,6.0605,9116.5,0.8315,1.388,1.862,5.3235,703.4,22.06,57.8,3.605,4.4,1.229,1.3557,2321.4,15.21,194.05,
3095,0.3,0.25,0.15,0.25,0.05,6.6,6.008733599,12.37699887,-9.58,2259.5,2.919188825,31.6,71.03645,5.917,8665.5,0.8305,1.386,1.8695,5.2195,699.145,21.71,57.85,3.56,4.35,1.2285,1.3553,2281.75,14.42,191.56,
3096,0.3,0.25,0.2,0.05,0.2,6.5,6.159155043,12.48203443,-10.78,2330.6,2.698574159,35.4,81.8193,6.2395,9734.5,0.834,1.4095,1.843,5.433,710.565,22.3,57.45,3.68,4.45,1.2315,1.3596,2356.1,16.965,191.39,
3097,0.3,0.25,0.2,0.1,0.15,6.5,6.161798858,12.84080274,-10.99,2290.95,2.676764061,33.8,77.4238,6.096,9283.5,0.833,1.4075,1.8505,5.329,706.31,21.95,57.5,3.635,4.4,1.231,1.3592,2316.45,16.175,188.9,
3098,0.3,0.25,0.2,0.15,0.1,6.5,6.16467167,12.84080274,-11.2,2251.3,2.581116,32.2,73.0283,5.9525,8832.5,0.832,1.4055,1.858,5.225,702.055,21.6,57.55,3.59,4.35,1.2305,1.3588,2276.8,15.385,186.41,
3099,0.3,0.25,0.2,0.2,0.05,6.5,6.167773675,12.48203443,-11.41,2211.65,2.419447102,30.6,68.6328,5.809,8381.5,0.831,1.4035,1.8655,5.121,697.8,21.25,57.6,3.545,4.3,1.23,1.3584,2237.15,14.595,183.92,
3100,0.3,0.25,0.25,0.05,0.15,6.4,6.312739895,12.37699887,-12.78,2243.1,2.172366679,32.8,75.02015,5.988,8999.5,0.8335,1.425,1.8465,5.2305,704.965,21.49,57.25,3.62,4.35,1.2325,1.3623,2271.85,16.35,181.26,
3101,0.3,0.25,0.25,0.1,0.1,6.4,6.315428345,12.59451312,-12.97,2203.45,2.139659209,31.2,70.62465,5.8445,8548.5,0.8325,1.423,1.854,5.1265,700.71,21.14,57.3,3.575,4.3,1.232,1.3619,2232.2,15.56,178.77,
3102,0.3,0.25,0.25,0.15,0.05,6.4,6.318339642,12.37699887,-13.16,2163.8,2.035057002,29.6,66.22915,5.701,8097.5,0.8315,1.421,1.8615,5.0225,696.455,20.79,57.35,3.53,4.25,1.2315,1.3615,2192.55,14.77,176.28,
3103,0.3,0.25,0.3,0.05,0.1,6.3,6.458338968,12.04700592,-14.66,2155.6,1.771386491,30.2,68.221,5.7365,8264.5,0.833,1.4405,1.85,5.028,699.365,20.68,57.05,3.56,4.25,1.2335,1.365,2187.6,15.735,171.13,
3104,0.3,0.25,0.3,0.1,0.05,6.3,6.461069759,12.04700592,-14.83,2115.95,1.718871354,28.6,63.8255,5.593,7813.5,0.832,1.4385,1.8575,4.924,695.11,20.33,57.1,3.515,4.2,1.233,1.3646,2147.95,14.945,168.64,
3105,0.3,0.25,0.35,0.05,0.05,6.2,6.596517054,11.42989101,-16.42,2068.1,1.439595469,27.6,61.42185,5.485,7529.5,0.8325,1.456,1.8535,4.8255,693.765,19.87,56.85,3.5,4.15,1.2345,1.3677,2103.35,15.12,161,
3106,0.3,0.3,0.05,0.05,0.3,6.8,5.591730738,11.49949872,-4.24,2515.45,6.822267465,40.7,95.62405,6.758,11337,0.8315,1.3545,1.843,5.8005,721.505,24.03,58.15,3.81,4.65,1.2225,1.3491,2533.7,18.045,214.23,
3107,0.3,0.3,0.05,0.1,0.25,6.8,5.59422483,12.04700592,-4.52,2475.8,6.598667534,39.1,91.22855,6.6145,10886,0.8305,1.3525,1.8505,5.6965,717.25,23.68,58.2,3.765,4.6,1.222,1.3487,2494.05,17.255,211.74,
3108,0.3,0.3,0.05,0.15,0.2,6.8,5.596975785,12.29329554,-4.8,2436.15,6.239231651,37.5,86.83305,6.471,10435,0.8295,1.3505,1.858,5.5925,712.995,23.33,58.25,3.72,4.55,1.2215,1.3483,2454.4,16.465,209.25,
3109,0.3,0.3,0.05,0.2,0.15,6.8,5.599983807,12.29329554,-5.08,2396.5,5.799386369,35.9,82.43755,6.3275,9984,0.8285,1.3485,1.8655,5.4885,708.74,22.98,58.3,3.675,4.5,1.221,1.3479,2414.75,15.675,206.76,
3110,0.3,0.3,0.05,0.25,0.1,6.8,5.603249066,12.04700592,-5.36,2356.85,5.297198862,34.3,78.04205,6.184,9533,0.8275,1.3465,1.873,5.3845,704.485,22.63,58.35,3.63,4.45,1.2205,1.3475,2375.1,14.885,204.27,
3111,0.3,0.3,0.05,0.3,0.05,6.8,5.606771697,11.49949872,-5.64,2317.2,4.724581282,32.7,73.64655,6.0405,9082,0.8265,1.3445,1.8805,5.2805,700.23,22.28,58.4,3.585,4.4,1.22,1.3471,2335.45,14.095,201.78,
3112,0.3,0.3,0.1,0.05,0.25,6.7,5.791149179,12.04700592,-6.62,2427.95,4.418357707,38.1,88.8249,6.5065,10602,0.831,1.37,1.8465,5.598,715.905,23.22,57.95,3.75,4.55,1.2235,1.3518,2449.45,17.43,204.1,
3113,0.3,0.3,0.1,0.1,0.2,6.7,5.793701001,12.51080979,-6.88,2388.3,4.342960323,36.5,84.4294,6.363,10151,0.83,1.368,1.854,5.494,711.65,22.87,58,3.705,4.5,1.223,1.3514,2409.8,16.64,201.61,
3114,0.3,0.3,0.1,0.15,0.15,6.7,5.796500209,12.65206385,-7.14,2348.65,4.161802487,34.9,80.0339,6.2195,9700,0.829,1.366,1.8615,5.39,707.395,22.52,58.05,3.66,4.45,1.2225,1.351,2370.15,15.85,199.12,
3115,0.3,0.3,0.1,0.2,0.1,6.7,5.799547005,12.51080979,-7.4,2309,3.903710785,33.3,75.6384,6.076,9249,0.828,1.364,1.869,5.286,703.14,22.17,58.1,3.615,4.4,1.222,1.3506,2330.5,15.06,196.63,
3116,0.3,0.3,0.1,0.25,0.05,6.7,5.802841561,12.04700592,-7.66,2269.35,3.569043457,31.7,71.2429,5.9325,8798,0.827,1.362,1.8765,5.182,698.885,21.82,58.15,3.57,4.35,1.2215,1.3502,2290.85,14.27,194.14,
3117,0.3,0.3,0.15,0.05,0.2,6.6,5.978982874,12.29329554,-8.88,2340.45,3.240072471,35.5,82.02575,6.255,9867,0.8305,1.3855,1.85,5.3955,710.305,22.41,57.75,3.69,4.45,1.2245,1.3545,2365.2,16.815,193.97,
3118,0.3,0.3,0.15,0.1,0.15,6.6,5.98158949,12.65206385,-9.12,2300.8,3.191871547,33.9,77.63025,6.1115,9416,0.8295,1.3835,1.8575,5.2915,706.05,22.06,57.8,3.645,4.4,1.224,1.3541,2325.55,16.025,191.48,
3119,0.3,0.3,0.15,0.15,0.1,6.6,5.984435108,12.65206385,-9.36,2261.15,3.056433138,32.3,73.23475,5.968,8965,0.8285,1.3815,1.865,5.1875,701.795,21.71,57.85,3.6,4.35,1.2235,1.3537,2285.9,15.235,188.99,
3120,0.3,0.3,0.15,0.2,0.05,6.6,5.987519927,12.29329554,-9.6,2221.5,2.84474542,30.7,68.83925,5.8245,8514,0.8275,1.3795,1.8725,5.0835,697.54,21.36,57.9,3.555,4.3,1.223,1.3533,2246.25,14.445,186.5,
3121,0.3,0.3,0.2,0.05,0.15,6.5,6.156333078,12.29329554,-11.02,2252.95,2.513264989,32.9,75.2266,6.0035,9132,0.83,1.401,1.8535,5.193,704.705,21.6,57.55,3.63,4.35,1.2255,1.3572,2280.95,16.2,183.84,
3122,0.3,0.3,0.2,0.1,0.1,6.5,6.158991704,12.51080979,-11.24,2213.3,2.463538729,31.3,70.8311,5.86,8681,0.829,1.399,1.861,5.089,700.45,21.25,57.6,3.585,4.3,1.225,1.3568,2241.3,15.41,181.35,
3123,0.3,0.3,0.2,0.15,0.05,6.5,6.161881851,12.29329554,-11.46,2173.65,2.331703477,29.7,66.4356,5.7165,8230,0.828,1.397,1.8685,4.985,696.195,20.9,57.65,3.54,4.25,1.2245,1.3564,2201.65,14.62,178.86,
3124,0.3,0.3,0.25,0.05,0.1,6.4,6.324121185,12.04700592,-13.04,2165.45,2.000551301,30.3,68.42745,5.752,8397,0.8295,1.4165,1.857,4.9905,699.105,20.79,57.35,3.57,4.25,1.2265,1.3599,2196.7,15.585,173.71,
3125,0.3,0.3,0.25,0.1,0.05,6.4,6.326829183,12.04700592,-13.24,2125.8,1.934254168,28.7,64.03195,5.6085,7946,0.8285,1.4145,1.8645,4.8865,694.85,20.44,57.4,3.525,4.2,1.226,1.3595,2157.05,14.795,171.22,
3126,0.3,0.3,0.3,0.05,0.05,6.3,6.483127711,11.49949872,-14.94,2077.95,1.59942325,27.7,61.6283,5.5005,7662,0.829,1.432,1.8605,4.788,693.505,19.98,57.15,3.51,4.15,1.2275,1.3626,2112.45,14.97,163.58,
3127,0.3,0.35,0.05,0.05,0.25,6.8,5.487120105,11.42989101,-4.44,2437.8,6.275627997,38.2,89.03135,6.522,10734.5,0.8275,1.346,1.8535,5.5605,715.645,23.33,58.25,3.76,4.55,1.2165,1.3467,2458.55,17.28,206.68,
3128,0.3,0.35,0.05,0.1,0.2,6.8,5.489597148,11.89369488,-4.73,2398.15,6.030203886,36.6,84.63585,6.3785,10283.5,0.8265,1.344,1.861,5.4565,711.39,22.98,58.3,3.715,4.5,1.216,1.3463,2418.9,16.49,204.19,
3129,0.3,0.35,0.05,0.15,0.15,6.8,5.492338678,12.03494894,-5.02,2358.5,5.654268342,35,80.24035,6.235,9832.5,0.8255,1.342,1.8685,5.3525,707.135,22.63,58.35,3.67,4.45,1.2155,1.3459,2379.25,15.7,201.7,
3130,0.3,0.35,0.05,0.2,0.1,6.8,5.495344903,11.89369488,-5.31,2318.85,5.193916078,33.4,75.84485,6.0915,9381.5,0.8245,1.34,1.876,5.2485,702.88,22.28,58.4,3.625,4.4,1.215,1.3455,2339.6,14.91,199.21,
3131,0.3,0.35,0.05,0.25,0.05,6.8,5.498615993,11.42989101,-5.6,2279.2,4.651965641,31.8,71.44935,5.948,8930.5,0.8235,1.338,1.8835,5.1445,698.625,21.93,58.45,3.58,4.35,1.2145,1.3451,2299.95,14.12,196.72,
